类别,公司名称,公司位置,项目名字,关键词,文件路径,下标位置
中标公告,的北京天融信网络安全技术有限公司,全国,年联通云数据有限公司沃云平台云安全软件研发项目中标候选人公示,云 安全 有限公司 全国,data/bidding/t_model_aa,1489
中标公告,四川创能电力工程有限公司,全国,中国电信股份有限公司德阳分公司,网管 第二路 分公司 全国,data/bidding/t_model_aa,1491
中标公告,为北京高辉利豪建设有限公司,全国,中国电信青岛分公司,装修 工程施工 通信 分公司 全国,data/bidding/t_model_aa,1492
中标公告,任丘市升华通讯器材有限公司,全国,中国移动天津公司,辅件 pvc 管类 集 有限公司 全国,data/bidding/t_model_aa,1493
中标公告,任丘市恒威通信设备有限公司,全国,中国电信股份有限公司雅安分公司,防腐 木杆 分公司 全国,data/bidding/t_model_aa,1494
中标公告,华为技术服务有限公司,全国,中国移动河北公司保定数据中心,机房 配套工程 有限公司 全国,data/bidding/t_model_aa,1495
中标公告,北京凡讯天视科技有限公司,全国,中国移动天津公司,IDC 应用 系统 有限公司 全国,data/bidding/t_model_aa,1496
中标公告,安徽丰利达建设有限公司,全国,中国铁塔股份有限公司芜湖市分公司,基础 施工 基站 土建 分公司 全国,data/bidding/t_model_aa,1499
中标公告,广西博联信息通信技术有限责任公司,全国,年钦州供电局客户电子化档案维护费项目结果公示,客户 电子化 档案 维护 供电局 全国,data/bidding/t_model_aa,1509
中标公告,河北省晋力电气有限公司,全国,广州供电局有限公司,生产 材料 供电局 全国,data/bidding/t_model_aa,1510
中标公告,江门市雷讯电子防护有限公司,全国,年度江门供电局变电站供电所网络设备防雷设施检修服务框架招标重新招标中标候选人公示,变电站 防雷 设施 公司 全国,data/bidding/t_model_aa,1512
中标公告,来宾市兴源电力设计有限公司,全国,来宾兴宾供电局,修理 设计 框 公司 全国,data/bidding/t_model_aa,1515
中标公告,保山交通建筑工程有限责任公司,云南省,保山市福彩中心党建展示厅布展项目竞争性谈判中标公示,展示 福彩 中心 民政局 云南省,data/bidding/t_model_aa,1518
中标公告,大理通源汽车销售服务有限公司,云南省,祥云县人民医院公务用车商务车三次询价采购项目成交公告,公务用车 商务车 医院 云南省,data/bidding/t_model_aa,1519
中标公告,云南泰辉建筑工程有限公司,云南省,永善县城生活垃圾场运营管理成交公告,运营 管理 生活 垃圾 建设局 云南省,data/bidding/t_model_aa,1520
中标公告,华坪县千禧建筑工程有限责任公司,云南省,华坪县新庄河河堤水毁修复工程项目评标结果公示,水毁 修复 水务局 云南省,data/bidding/t_model_aa,1521
中标公告,候选人施甸县建筑工程有限责任公司,云南省,施甸县木老元乡精准脱贫易地扶贫搬迁工程龙潭村基础设施,选单 搬迁 工程 人民政府 云南省,data/bidding/t_model_aa,1522
中标公告,上海风语筑展示股份有限公司,云南省,呈贡区新城展示中心布展设计与施工一体化项目,布展 设计 与 施工 展示 委员会 云南省,data/bidding/t_model_aa,1523
中标公告,云南银发绿色环保产业股份有限公司,云南省,腾冲市后甸河锈水沟流域河道综合治理工程,河道 治理 法经 环境保护局 云南省,data/bidding/t_model_aa,1524
中标公告,云南利鲁环境建设有限公司,云南省,腾冲市后甸河锈水沟流域河道综合治理工程,河道 治理 法经 环境保护局 云南省,data/bidding/t_model_aa,1525
中标公告,玉溪市金葫建筑工程有限公司,云南省,凤凰街道办事处葫芦居委会第七股份合作社,施工 监理 葫芦 合作社 云南省,data/bidding/t_model_aa,1526
招标公告,兰州西部药谷建设管理有限公司,甘肃省,兰州西部药谷产业园供热工程专项环境影响评价报告编制,药谷 产业园 供热 工程 有限公司 甘肃省,data/bidding/t_model_aa,1534
招标公告,阿瓦提县城市保障性住房投资建设管理有限公司,全国,阿瓦提县棚户区改造建设项目施工标段,棚户区 改造 建设 有限公司 全国,data/bidding/t_model_aa,1535
招标公告,台州市政府采购中心,浙江省,台州市政府采购中心关于教务处创新实践综合服务平台系统财务软件的采购公告,综合 服务平台 财务软件 中心 浙江省,data/bidding/t_model_aa,1540
中标公告,山东青鸟软通信息技术股份有限公司,福建省,龙岩市永定区民政局居家养老服务项目中标结果公告,居家 养老 服务 民政局 福建省,data/bidding/t_model_aa,1541
招标公告,西部钻探工程有限公司,全国,年台式机等招标公告,赶到 投资 计划 有限公司 全国,data/bidding/t_model_aa,1546
招标公告,中华人民共和国兰州边防检查站,甘肃省,兰州边防检查站绿化及文化长廊建设项目招标公告,绿化 文化 长廊 建设 检查站 甘肃省,data/bidding/t_model_aa,1547
招标公告,贵阳经济技术开发区贵合投资发展有限公司,贵州省,贵阳经济技术开发区大数据安全产业示范区,展示中心 勘察 数据安全 有限公司 贵州省,data/bidding/t_model_aa,1548
招标公告,怀远县市场监督管理局,安徽省,怀远县市场监督管理局采购纸类,榴城路 直购 管理局 安徽省,data/bidding/t_model_aa,1549
中标公告,不少于5个工作日到广州中经招标有限公司,广东省,广东省工伤康复中心广州院区专用设备维保服务采购项目公开招标公告,维保 服务 专用设备 康复中心 广东省,data/bidding/t_model_aa,1550
招标公告,固镇县濠城镇卫生院,安徽省,固镇县濠城镇卫生院采购笔记本,卫生院 笔记本 卫生院 安徽省,data/bidding/t_model_aa,1551
中标公告,不少于5个工作日到广东泰通伟业工程咨询有限公司,广东省,惠州市第三人民医院平板数字化采集系统等一批设备采购项目公开招标公告,采集 系统 设备 平板 医院 广东省,data/bidding/t_model_aa,1552
招标公告,蚌埠市公安局,安徽省,蚌埠市公安局采购碎纸机,碎纸机 三木 公安局 安徽省,data/bidding/t_model_aa,1553
中标公告,应携带加盖公章的以下证件复印件加盖公章到广东华粤招标代理有限公司,广东省,广州工程技术职业学院工业分析实训室改造采购项目竞争性磋商公告,工业 分析 实训室 学院 广东省,data/bidding/t_model_aa,1554
招标公告,安徽省军队转业干部培训中心蚌埠分中心,安徽省,安徽省军队转业干部培训中心蚌埠分中心采购鼠标,电商 直购 支付 方式 分中心 安徽省,data/bidding/t_model_aa,1555
招标公告,兰州市安全生产监督管理局,甘肃省,兰州市安全生产监督管理局非煤矿山企业专家会诊单一来源公示,矿山企业 会诊 管理局 甘肃省,data/bidding/t_model_aa,1556
中标公告,中国水利水电第八工程局有限公司,贵州省,观山湖区上枧安置房工程土建施工含装配式建筑二标段中标结果公示,装配式 土建 施工 贵州省,data/bidding/t_model_aa,1557
招标公告,阿克塞哈萨克族自治县发展和改革局,甘肃省,阿克塞哈萨克族自治县发展和改革局酒泉市阿克塞哈萨克自治县县域经济发展规划编制项目单一来源采购公示单一来源公示,规划 编制 经济 发展 局 甘肃省,data/bidding/t_model_aa,1558
中标公告,湖南禹班建设集团有限公司,广西壮族自治区,柳江县穿山镇定吉小学教学综合楼项目中标候选人公示,教学 综合楼 教育局 广西壮族自治区,data/bidding/t_model_aa,1560
招标公告,安徽省蚌埠第十八中学,安徽省,安徽省蚌埠第十八中学采购复印机,复印机 碳粉 中学 安徽省,data/bidding/t_model_aa,1562
招标公告,华池县水土保持管理局,甘肃省,华池县涝坝沟等,病险 淤地坝 管理局 甘肃省,data/bidding/t_model_aa,1563
招标公告,天水华天科技股份有限公司,甘肃省,集成电路高密度封装填平补齐,集成电路 切筋 有限公司 甘肃省,data/bidding/t_model_aa,1565
招标公告,肃州区下河清乡人民政府,甘肃省,肃州区下河清乡,财政 奖补 村容村貌 人民政府 甘肃省,data/bidding/t_model_aa,1567
招标公告,昆明倘甸产业园区轿子山旅游开发区城乡建设局,云南省,倘甸和轿子山两区金源乡至杨家湾公路可研勘察设计招标公告,勘察 设计 公路 建设局 云南省,data/bidding/t_model_aa,1569
招标公告,鹤壁市机关事务管理局,河南省,鹤壁市迎宾接待中心节能改造项目活动中心施工三次,活动中心 施工 节能 改造 管理局 河南省,data/bidding/t_model_aa,1570
招标公告,中共易门县委党校,云南省,中共易门县委党校改扩建建设项目施工,改扩建 建设 施工 党校 云南省,data/bidding/t_model_aa,1573
招标公告,昆明长水国际机场有限责任公司,云南省,昆明长水国际机场,装置 检测 服务 国际 机场 公司 云南省,data/bidding/t_model_aa,1575
中标公告,甘肃省通信产业咨询设计有限公司,甘肃省,兰州市公安局兰州市公共安全视频监控建设联网应用项目设计政府采购项目中标公告,建设 联网 设计 公安局 甘肃省,data/bidding/t_model_aa,1576
中标公告,长汀县河田中心,福建省,采购结果公示长汀县河田中心卫生院健康小屋项目采购结果公示,中心 卫生院 健康 小屋 福建省,data/bidding/t_model_aa,1577
招标公告,中国石油集团西部钻探工程有限公司,全国,西部钻探青海钻井公司新鲜猪肉采购招标公告,猪肉 食堂 有限公司 全国,data/bidding/t_model_aa,1580
中标公告,不少于5个工作日到广东启诚招投标代理有限公司,广东省,梅州市梅县区梅西镇垃圾中转站建设及垃圾清运招标公告,垃圾 中转站 垃圾清运 人民政府 广东省,data/bidding/t_model_aa,1581
招标公告,中国石油集团西部钻探工程有限公司,全国,西部钻探青海钻井公司食用菜籽油采购招标公告,食用 菜籽油 食堂 有限公司 全国,data/bidding/t_model_aa,1582
招标公告,中国石油集团西部钻探工程有限公司,全国,西部钻探青海钻井公司新鲜水果采购招标公告,水果 食堂 有限公司 全国,data/bidding/t_model_aa,1583
招标公告,楚雄北绕城公路有限公司,云南省,楚雄连汪坝至南华县城一级公路收费站及综合管理用房工程施工招标,公路 收费站 用房 工程施工 有限公司 云南省,data/bidding/t_model_aa,1584
招标公告,安宁市公安局,云南省,安宁市公安局合成作战中心,改造 装修 工程 办公大楼 公安局 云南省,data/bidding/t_model_aa,1585
招标公告,昆明海口工业园区管委会,云南省,昆明海口轴承厂沿路景观绿化项目竞争性谈判公告,轴承厂 沿路 景观 绿化 管委会 云南省,data/bidding/t_model_aa,1587
招标公告,官渡街道文化生态新城项目征地拆迁工作指挥部,云南省,官渡区文化生态新城项目中营社区拆迁拆除工程房屋测绘服务公告,拆除 工程 指挥部 云南省,data/bidding/t_model_aa,1590
招标公告,中国石化销售有限公司云南楚雄石油分公司,云南省,中国石化销售有限公司云南楚雄大姚姚石加油站新建工程,装饰 加油站 新建 工程 分公司 云南省,data/bidding/t_model_aa,1591
中标公告,深圳市嘉德永丰开发科技股份有限公司,全国,移动版办公自动化系统移动,办公自动化 系统 OA 检验所 全国,data/bidding/t_model_aa,1592
中标公告,广西建柳工程咨询有限公司,广西壮族自治区,东风柳州汽车有限公司商用车基地搬迁技术改造项目研发试制车间及研发试验中心施工监理中标候选人公示,商用车 施工 监理 有限公司 广西壮族自治区,data/bidding/t_model_aa,1595
招标公告,日照市岚山区水利工程建设处,山东省,日照市岚山区巨峰河一期治理工程堤顶硬化施工项目需求公示,治理 工程 处 山东省,data/bidding/t_model_aa,1597
招标公告,庆城县教育局,甘肃省,庆城县陇东中学新建项目食堂工程监理招标公告,新建 食堂 工程 监理 教育局 甘肃省,data/bidding/t_model_aa,1598
招标公告,庆城县教育局,甘肃省,庆城县陇东中学新建项目男生宿舍楼工程监理招标公告,宿舍楼 工程 监理 男生 教育局 甘肃省,data/bidding/t_model_aa,1599
招标公告,庆城县教育局,甘肃省,庆城县陇东中学新建项目食堂工程施工资格预审公告,新建 食堂 教育局 甘肃省,data/bidding/t_model_aa,1600
